vehicle_number,total_violations,unique_clusters,unique_hotspots,first_seen,last_seen,dominant_vehicle_type,chronic_offender_flag
FKN00GL0267,7,2,3,2023-11-16 06:10:46+05:30,2023-12-08 09:15:46+05:30,SCOOTER,1
FKN00GL0907,7,2,1,2024-01-10 06:07:46+05:30,2024-03-16 03:33:46+05:30,MOTOR CYCLE,1
FKN00GL102126,7,2,1,2023-11-11 11:44:46+05:30,2024-01-01 11:55:46+05:30,SCOOTER,1
FKN00GL103618,7,2,3,2023-11-11 03:23:46+05:30,2023-12-03 01:17:46+05:30,PASSENGER AUTO,1
FKN00GL104843,7,2,1,2023-11-18 02:39:46+05:30,2024-01-06 04:51:46+05:30,SCOOTER,1
FKN00GL114154,7,2,1,2023-11-16 05:12:46+05:30,2024-01-04 07:42:46+05:30,MOTOR CYCLE,1
FKN00GL11641,7,2,3,2023-12-09 03:16:46+05:30,2024-01-25 05:15:46+05:30,SCOOTER,1
FKN00GL127897,7,2,2,2023-11-15 02:46:46+05:30,2024-01-03 04:34:46+05:30,SCOOTER,1
FKN00GL130678,7,2,2,2023-11-18 02:39:46+05:30,2024-01-06 03:33:46+05:30,SCOOTER,1
FKN00GL130823,7,2,3,2023-11-16 00:52:46+05:30,2024-01-05 01:12:46+05:30,CAR,1
FKN00GL152658,7,2,2,2023-12-17 04:21:46+05:30,2024-01-18 02:35:46+05:30,SCOOTER,1
FKN00GL17841,7,2,1,2023-12-16 04:46:46+05:30,2024-01-18 09:39:46+05:30,SCOOTER,1
FKN00GL17853,7,2,1,2023-11-21 08:58:46+05:30,2024-01-19 05:09:46+05:30,MOTOR CYCLE,1
FKN00GL1960,7,2,1,2023-11-12 07:50:46+05:30,2024-03-15 11:12:46+05:30,MOTOR CYCLE,1
FKN00GL2353,7,2,1,2023-11-18 02:03:46+05:30,2024-03-16 01:31:46+05:30,CAR,1
FKN00GL26002,7,2,2,2023-11-21 23:50:46+05:30,2024-03-17 01:16:46+05:30,LGV,1
FKN00GL2615,7,2,2,2023-11-18 02:40:46+05:30,2023-12-27 01:49:46+05:30,SCOOTER,1
FKN00GL2692,7,2,1,2023-11-23 06:53:46+05:30,2024-03-12 08:32:46+05:30,SCOOTER,1
FKN00GL3018,7,2,3,2023-11-28 05:55:46+05:30,2024-01-28 05:47:46+05:30,SCOOTER,1
FKN00GL3284,7,2,2,2023-11-11 08:09:46+05:30,2024-01-31 07:22:46+05:30,PASSENGER AUTO,1
FKN00GL34270,7,2,1,2023-11-15 05:53:46+05:30,2024-03-19 05:33:46+05:30,MOPED,1
FKN00GL34407,7,2,1,2023-11-27 09:48:46+05:30,2024-03-12 08:43:46+05:30,SCOOTER,1
FKN00GL36507,7,2,1,2023-11-22 06:08:46+05:30,2024-01-07 08:00:46+05:30,MOTOR CYCLE,1
FKN00GL68024,7,2,1,2023-12-01 03:16:46+05:30,2024-01-24 07:34:46+05:30,JEEP,1
FKN00GL0397,7,1,1,2023-11-12 05:48:46+05:30,2024-01-20 04:47:46+05:30,SCOOTER,1
FKN00GL0712,7,1,1,2023-11-12 09:40:46+05:30,2023-12-31 10:03:46+05:30,SCOOTER,1
FKN00GL0937,7,1,1,2023-11-12 07:49:46+05:30,2023-11-30 04:32:46+05:30,CAR,1
FKN00GL10499,7,1,1,2023-11-26 11:20:46+05:30,2024-01-29 04:53:46+05:30,SCOOTER,1
FKN00GL106168,7,1,1,2023-12-03 09:56:46+05:30,2024-01-16 10:05:46+05:30,CAR,1
FKN00GL108779,7,1,1,2023-11-14 12:54:46+05:30,2023-11-29 05:49:46+05:30,CAR,1
FKN00GL11030,7,1,2,2023-11-16 00:49:46+05:30,2024-01-21 11:24:46+05:30,LGV,1
FKN00GL112039,7,1,1,2023-11-29 06:43:46+05:30,2024-01-11 04:42:46+05:30,SCOOTER,1
FKN00GL115942,7,1,2,2023-12-02 05:30:46+05:30,2024-01-18 08:05:46+05:30,SCOOTER,1
FKN00GL11800,7,1,1,2023-11-15 10:24:46+05:30,2024-01-31 06:18:46+05:30,MOTOR CYCLE,1
FKN00GL118445,7,1,2,2023-11-11 08:18:46+05:30,2024-01-11 10:47:46+05:30,CAR,1
FKN00GL128580,7,1,1,2023-11-21 08:47:46+05:30,2023-12-12 08:11:46+05:30,SCOOTER,1
FKN00GL129954,7,1,1,2023-12-15 08:12:46+05:30,2024-01-27 05:36:46+05:30,SCOOTER,1
FKN00GL15079,7,1,2,2023-12-14 10:25:46+05:30,2024-01-23 09:44:46+05:30,PASSENGER AUTO,1
FKN00GL16984,7,1,1,2024-01-06 05:52:46+05:30,2024-01-18 03:30:46+05:30,MOTOR CYCLE,1
FKN00GL17033,7,1,1,2023-11-14 07:53:46+05:30,2024-01-13 08:35:46+05:30,CAR,1
FKN00GL19350,7,1,1,2023-11-22 01:32:46+05:30,2024-01-05 10:38:46+05:30,LGV,1
FKN00GL2190,7,1,1,2023-11-12 10:51:46+05:30,2024-01-20 03:55:46+05:30,SCOOTER,1
FKN00GL2529,7,1,1,2023-11-12 11:09:46+05:30,2023-12-01 11:10:46+05:30,SCOOTER,1
FKN00GL28769,7,1,1,2023-11-15 06:39:46+05:30,2023-12-21 06:41:46+05:30,TANKER,1
FKN00GL2891,7,1,2,2023-11-15 09:13:46+05:30,2024-02-01 08:52:46+05:30,SCOOTER,1
FKN00GL32518,7,1,1,2023-11-15 10:06:46+05:30,2024-01-14 11:24:46+05:30,SCOOTER,1
FKN00GL32688,7,1,1,2023-11-12 08:28:46+05:30,2024-01-14 11:00:46+05:30,SCOOTER,1
FKN00GL37015,7,1,1,2023-11-14 05:59:46+05:30,2023-12-23 04:59:46+05:30,SCOOTER,1
FKN00GL3978,7,1,1,2023-11-29 11:01:46+05:30,2024-02-01 12:09:46+05:30,PASSENGER AUTO,1
FKN00GL44125,7,1,2,2023-11-16 09:17:46+05:30,2024-01-20 03:54:46+05:30,SCOOTER,1
FKN00GL69641,7,1,1,2023-11-12 09:30:46+05:30,2024-01-18 09:51:46+05:30,SCOOTER,1
FKN00GL8209,7,1,2,2023-11-18 11:51:46+05:30,2024-01-06 12:24:46+05:30,SCOOTER,1
FKN00GL9338,7,1,1,2023-11-12 08:30:46+05:30,2024-02-01 08:07:46+05:30,SCOOTER,1
FKN00GL20861,6,5,1,2023-11-21 09:15:46+05:30,2024-03-12 04:20:46+05:30,SCOOTER,1
FKN00GL3007,6,5,3,2023-11-25 03:08:46+05:30,2024-01-30 04:11:46+05:30,SCOOTER,1
FKN00GL9859,6,5,1,2023-11-16 05:28:46+05:30,2024-01-30 09:42:46+05:30,MOTOR CYCLE,1
FKN00GL0954,6,4,1,2023-12-16 09:52:46+05:30,2024-03-15 05:34:46+05:30,SCOOTER,1
FKN00GL111130,6,4,1,2023-11-18 07:10:46+05:30,2024-01-07 09:59:46+05:30,SCOOTER,1
FKN00GL13270,6,4,1,2023-11-23 02:48:46+05:30,2024-01-24 03:01:46+05:30,SCOOTER,1
FKN00GL1554,6,4,1,2023-11-14 03:36:46+05:30,2024-01-25 05:08:46+05:30,SCOOTER,1
FKN00GL1569,6,4,1,2023-11-22 02:44:46+05:30,2024-01-25 05:08:46+05:30,SCOOTER,1
FKN00GL18092,6,4,1,2023-12-21 05:09:46+05:30,2024-01-30 04:59:46+05:30,SCOOTER,1
FKN00GL19373,6,4,1,2023-12-07 03:32:46+05:30,2024-01-31 03:27:46+05:30,CAR,1
FKN00GL35636,6,4,1,2023-11-17 07:29:46+05:30,2024-01-04 06:13:46+05:30,SCOOTER,1
FKN00GL41563,6,4,2,2023-11-19 03:47:46+05:30,2024-03-15 02:52:46+05:30,TEMPO,1
FKN00GL6219,6,4,1,2023-12-03 08:24:46+05:30,2024-01-22 08:15:46+05:30,SCOOTER,1
FKN00GL6315,6,4,2,2023-11-23 06:29:46+05:30,2024-03-14 10:11:46+05:30,SCOOTER,1
FKN00GL81099,6,4,1,2023-11-21 07:55:46+05:30,2024-01-28 12:36:46+05:30,SCOOTER,1
FKN00GL82323,6,4,1,2023-12-07 03:34:46+05:30,2024-01-31 03:30:46+05:30,MAXI-CAB,1
FKN00GL9608,6,4,1,2023-11-19 03:29:46+05:30,2024-01-09 01:09:46+05:30,CAR,1
FKN00GL0990,6,3,1,2023-12-09 06:06:46+05:30,2024-03-15 05:33:46+05:30,MOTOR CYCLE,1
FKN00GL102163,6,3,1,2023-11-16 06:20:46+05:30,2024-01-25 03:24:46+05:30,SCOOTER,1
FKN00GL104850,6,3,2,2023-11-22 04:21:46+05:30,2024-01-30 04:00:46+05:30,SCOOTER,1
FKN00GL113909,6,3,1,2023-11-21 08:48:46+05:30,2024-01-04 05:19:46+05:30,SCOOTER,1
FKN00GL11665,6,3,1,2024-01-12 09:13:46+05:30,2024-03-12 08:20:46+05:30,SCOOTER,1
FKN00GL123484,6,3,1,2023-11-22 02:41:46+05:30,2023-12-14 05:47:46+05:30,CAR,1
FKN00GL146563,6,3,1,2023-11-23 04:30:46+05:30,2024-01-30 04:37:46+05:30,SCOOTER,1
FKN00GL15216,6,3,2,2023-12-03 04:53:46+05:30,2024-01-23 07:33:46+05:30,SCOOTER,1
FKN00GL16533,6,3,1,2023-12-16 09:49:46+05:30,2024-01-30 09:05:46+05:30,MOTOR CYCLE,1
FKN00GL17393,6,3,2,2023-11-15 07:41:46+05:30,2024-01-20 07:43:46+05:30,SCOOTER,1
FKN00GL18168,6,3,1,2023-11-16 05:11:46+05:30,2024-01-18 10:11:46+05:30,SCOOTER,1
FKN00GL23079,6,3,2,2023-12-13 11:49:46+05:30,2024-01-20 02:44:46+05:30,CAR,1
FKN00GL23130,6,3,1,2023-11-28 03:03:46+05:30,2023-12-22 02:53:46+05:30,MOTOR CYCLE,1
FKN00GL2471,6,3,1,2024-01-12 04:33:46+05:30,2024-03-14 05:07:46+05:30,SCOOTER,1
FKN00GL25393,6,3,1,2023-12-14 06:14:46+05:30,2024-03-15 04:38:46+05:30,SCOOTER,1
FKN00GL2715,6,3,1,2023-11-16 05:19:46+05:30,2024-01-19 04:12:46+05:30,MOTOR CYCLE,1
FKN00GL2865,6,3,2,2023-12-08 03:37:46+05:30,2024-03-16 04:23:46+05:30,SCOOTER,1
FKN00GL2994,6,3,1,2024-01-04 07:38:46+05:30,2024-01-30 04:02:46+05:30,SCOOTER,1
FKN00GL3312,6,3,1,2023-11-16 04:38:46+05:30,2024-01-19 04:38:46+05:30,SCOOTER,1
FKN00GL3670,6,3,1,2023-12-16 05:03:46+05:30,2024-01-30 09:27:46+05:30,MOTOR CYCLE,1
FKN00GL37361,6,3,1,2023-12-01 04:46:46+05:30,2024-03-15 05:53:46+05:30,SCOOTER,1
FKN00GL48905,6,3,2,2023-11-26 07:22:46+05:30,2024-03-12 03:31:46+05:30,SCOOTER,1
FKN00GL53581,6,3,1,2023-11-19 03:24:46+05:30,2024-01-19 01:16:46+05:30,CAR,1
FKN00GL57714,6,3,1,2023-12-26 05:39:46+05:30,2024-01-21 06:01:46+05:30,SCOOTER,1
FKN00GL9272,6,3,1,2023-12-15 06:27:46+05:30,2024-02-01 09:27:46+05:30,SCOOTER,1
FKN00GL9337,6,3,1,2023-11-15 08:47:46+05:30,2024-02-01 08:07:46+05:30,MOTOR CYCLE,1
FKN00GL0373,6,2,1,2024-01-02 04:16:46+05:30,2024-03-15 05:35:46+05:30,MOTOR CYCLE,1
FKN00GL0406,6,2,1,2023-11-30 06:22:46+05:30,2024-01-31 08:56:46+05:30,SCOOTER,1
FKN00GL101844,6,2,1,2023-11-15 08:56:46+05:30,2023-12-12 06:27:46+05:30,MOTOR CYCLE,1
FKN00GL107929,6,2,1,2023-12-02 11:35:46+05:30,2024-03-11 09:33:46+05:30,MOTOR CYCLE,1
FKN00GL125181,6,2,1,2023-11-25 03:09:46+05:30,2023-12-30 08:29:46+05:30,SCOOTER,1
FKN00GL13688,6,2,1,2023-11-12 05:59:46+05:30,2024-03-13 08:13:46+05:30,SCOOTER,1
FKN00GL17371,6,2,1,2023-12-21 09:22:46+05:30,2024-01-19 03:50:46+05:30,SCOOTER,1
FKN00GL18463,6,2,1,2023-12-09 06:26:46+05:30,2024-01-18 03:01:46+05:30,SCOOTER,1
FKN00GL19391,6,2,1,2024-01-22 05:04:46+05:30,2024-03-13 08:24:46+05:30,SCOOTER,1
FKN00GL1956,6,2,1,2023-11-23 09:36:46+05:30,2024-03-19 01:19:46+05:30,SCOOTER,1
FKN00GL20170,6,2,1,2023-12-05 04:06:46+05:30,2023-12-25 06:49:46+05:30,LGV,1
FKN00GL21803,6,2,2,2023-11-11 09:41:46+05:30,2024-01-07 09:45:46+05:30,PASSENGER AUTO,1
FKN00GL2458,6,2,1,2024-01-02 07:58:46+05:30,2024-03-16 03:03:46+05:30,MOTOR CYCLE,1
FKN00GL27498,6,2,1,2023-11-23 04:30:46+05:30,2024-01-06 06:07:46+05:30,SCOOTER,1
FKN00GL3015,6,2,1,2023-11-17 09:46:46+05:30,2024-01-31 08:19:46+05:30,MOTOR CYCLE,1
FKN00GL31543,6,2,2,2023-11-21 01:22:46+05:30,2023-12-31 03:54:46+05:30,CAR,1
FKN00GL3502,6,2,1,2023-11-22 04:52:46+05:30,2023-12-19 08:37:46+05:30,MOTOR CYCLE,1
FKN00GL39902,6,2,1,2023-12-13 07:43:46+05:30,2023-12-29 03:59:46+05:30,MOTOR CYCLE,1
FKN00GL4216,6,2,1,2023-11-22 04:50:46+05:30,2024-01-16 08:42:46+05:30,MOTOR CYCLE,1
FKN00GL4517,6,2,1,2023-11-24 01:33:46+05:30,2024-03-12 01:11:46+05:30,CAR,1
FKN00GL5390,6,2,1,2023-12-30 06:39:46+05:30,2024-02-01 08:38:46+05:30,SCOOTER,1
FKN00GL5704,6,2,1,2023-12-12 05:15:46+05:30,2024-02-01 07:05:46+05:30,SCOOTER,1
FKN00GL5752,6,2,1,2023-11-28 05:55:46+05:30,2024-03-12 08:44:46+05:30,SCOOTER,1
FKN00GL57654,6,2,1,2023-11-17 08:23:46+05:30,2024-03-14 08:35:46+05:30,SCOOTER,1
FKN00GL5846,6,2,1,2023-12-02 06:32:46+05:30,2024-02-01 06:07:46+05:30,SCOOTER,1
FKN00GL75561,6,2,2,2023-11-15 02:47:46+05:30,2024-01-06 03:34:46+05:30,SCOOTER,1
FKN00GL77865,6,2,5,2023-11-11 10:40:46+05:30,2024-01-11 03:25:46+05:30,PASSENGER AUTO,1
FKN00GL78166,6,2,2,2023-11-15 02:49:46+05:30,2023-12-30 01:19:46+05:30,SCOOTER,1
FKN00GL8979,6,2,1,2023-11-25 08:45:46+05:30,2024-02-03 11:36:46+05:30,MOTOR CYCLE,1
FKN00GL9417,6,2,1,2023-11-28 06:07:46+05:30,2024-02-01 06:48:46+05:30,SCOOTER,1
FKN00GL9585,6,2,2,2023-12-31 05:49:46+05:30,2024-02-01 03:27:46+05:30,CAR,1
FKN00GL9928,6,2,2,2023-12-01 06:25:46+05:30,2024-01-31 08:25:46+05:30,SCOOTER,1
FKN00GL0881,6,1,1,2023-11-18 09:18:46+05:30,2023-12-30 05:53:46+05:30,CAR,1
FKN00GL100140,6,1,1,2024-01-11 04:29:46+05:30,2024-01-17 04:37:46+05:30,CAR,1
FKN00GL101957,6,1,1,2023-11-12 10:28:46+05:30,2023-11-19 08:56:46+05:30,SCOOTER,1
FKN00GL10584,6,1,1,2023-11-11 10:41:46+05:30,2024-01-28 10:13:46+05:30,PASSENGER AUTO,1
FKN00GL10586,6,1,1,2023-12-10 03:08:46+05:30,2024-01-28 10:10:46+05:30,LGV,1
FKN00GL111139,6,1,1,2023-11-11 10:10:46+05:30,2024-01-04 11:53:46+05:30,SCOOTER,1
FKN00GL11120,6,1,2,2023-12-09 07:25:46+05:30,2024-01-26 11:49:46+05:30,SCOOTER,1
FKN00GL111633,6,1,1,2023-11-14 07:52:46+05:30,2023-12-16 11:00:46+05:30,CAR,1
FKN00GL112671,6,1,1,2023-11-14 08:23:46+05:30,2023-12-30 09:37:46+05:30,SCOOTER,1
FKN00GL113147,6,1,2,2023-11-15 10:23:46+05:30,2024-01-14 11:39:46+05:30,SCOOTER,1
FKN00GL114033,6,1,1,2023-11-16 07:45:46+05:30,2023-12-30 06:57:46+05:30,CAR,1
FKN00GL11456,6,1,2,2023-11-16 05:22:46+05:30,2024-01-25 10:32:46+05:30,SCOOTER,1
FKN00GL121222,6,1,1,2023-11-11 00:54:46+05:30,2024-01-18 00:41:46+05:30,CAR,1
FKN00GL122726,6,1,2,2023-11-14 03:50:46+05:30,2023-12-10 03:08:46+05:30,GOODS AUTO,1
FKN00GL123460,6,1,1,2023-11-12 08:54:46+05:30,2024-01-14 11:22:46+05:30,MOTOR CYCLE,1
FKN00GL124679,6,1,2,2023-11-13 02:30:46+05:30,2024-01-27 01:10:46+05:30,LGV,1
FKN00GL125228,6,1,1,2023-11-11 11:58:46+05:30,2024-01-01 08:37:46+05:30,MOTOR CYCLE,1
FKN00GL126959,6,1,1,2023-11-13 09:00:46+05:30,2023-11-23 09:57:46+05:30,SCOOTER,1
FKN00GL131318,6,1,1,2023-12-17 12:03:46+05:30,2024-01-15 05:10:46+05:30,SCOOTER,1
FKN00GL13448,6,1,2,2023-11-21 23:54:46+05:30,2024-01-25 01:25:46+05:30,LGV,1
FKN00GL13988,6,1,1,2023-11-25 06:06:46+05:30,2024-01-25 08:49:46+05:30,SCOOTER,1
FKN00GL140399,6,1,1,2023-12-08 07:48:46+05:30,2024-01-17 09:46:46+05:30,SCOOTER,1
FKN00GL141107,6,1,4,2023-11-23 07:00:46+05:30,2024-01-21 05:18:46+05:30,CAR,1
FKN00GL14373,6,1,1,2024-01-01 09:23:46+05:30,2024-01-24 08:44:46+05:30,SCOOTER,1
FKN00GL19051,6,1,1,2023-12-01 08:58:46+05:30,2024-01-18 08:25:46+05:30,SCOOTER,1
FKN00GL19224,6,1,1,2023-12-30 01:09:46+05:30,2024-01-10 02:32:46+05:30,CAR,1
FKN00GL19244,6,1,2,2023-11-29 02:32:46+05:30,2024-01-31 03:15:46+05:30,CAR,1
FKN00GL20071,6,1,1,2023-11-20 07:05:46+05:30,2024-01-25 06:09:46+05:30,SCOOTER,1
FKN00GL20782,6,1,1,2023-11-29 06:41:46+05:30,2024-01-09 04:03:46+05:30,MOTOR CYCLE,1
FKN00GL20859,6,1,1,2023-12-19 09:04:46+05:30,2024-01-27 05:15:46+05:30,SCOOTER,1
FKN00GL21421,6,1,1,2023-11-13 09:19:46+05:30,2024-01-14 10:59:46+05:30,SCOOTER,1
FKN00GL22258,6,1,2,2023-11-19 10:21:46+05:30,2024-01-27 10:25:46+05:30,PASSENGER AUTO,1
FKN00GL25402,6,1,2,2023-11-16 11:27:46+05:30,2024-01-20 12:24:46+05:30,PASSENGER AUTO,1
FKN00GL26355,6,1,1,2023-11-12 08:30:46+05:30,2024-01-14 11:19:46+05:30,SCOOTER,1
FKN00GL27678,6,1,1,2023-11-28 09:06:46+05:30,2024-01-19 03:59:46+05:30,SCOOTER,1
FKN00GL28770,6,1,2,2023-11-15 06:38:46+05:30,2023-12-21 06:40:46+05:30,TANKER,1
FKN00GL30363,6,1,1,2023-11-12 08:27:46+05:30,2024-01-18 10:23:46+05:30,SCOOTER,1
FKN00GL31873,6,1,1,2023-11-11 03:16:46+05:30,2024-01-18 04:11:46+05:30,SCOOTER,1
FKN00GL3403,6,1,1,2024-01-16 10:15:46+05:30,2024-02-01 09:39:46+05:30,CAR,1
FKN00GL3743,6,1,2,2023-12-19 12:18:46+05:30,2024-02-01 11:09:46+05:30,PASSENGER AUTO,1
FKN00GL38849,6,1,1,2023-11-16 08:43:46+05:30,2024-01-27 05:41:46+05:30,MOTOR CYCLE,1
FKN00GL40746,6,1,1,2023-11-15 10:16:46+05:30,2024-01-18 13:50:46+05:30,SCOOTER,1
FKN00GL41891,6,1,2,2023-11-14 06:26:46+05:30,2023-12-02 10:30:46+05:30,SCOOTER,1
FKN00GL41989,6,1,1,2023-11-18 09:03:46+05:30,2023-12-27 05:00:46+05:30,SCOOTER,1
FKN00GL47241,6,1,3,2023-11-22 05:48:46+05:30,2024-01-11 10:12:46+05:30,PASSENGER AUTO,1
FKN00GL49748,6,1,1,2023-11-19 11:06:46+05:30,2023-12-26 11:06:46+05:30,MOTOR CYCLE,1
FKN00GL5137,6,1,1,2023-11-22 06:21:46+05:30,2023-12-19 03:21:46+05:30,SCOOTER,1
FKN00GL52785,6,1,1,2023-11-10 11:02:46+05:30,2023-12-19 07:41:46+05:30,MOTOR CYCLE,1
FKN00GL62335,6,1,2,2023-11-22 10:45:46+05:30,2024-01-31 04:20:46+05:30,SCOOTER,1
FKN00GL63132,6,1,2,2023-11-15 06:14:46+05:30,2024-01-15 08:18:46+05:30,SCOOTER,1
FKN00GL73115,6,1,1,2023-11-22 06:12:46+05:30,2023-12-07 08:59:46+05:30,SCOOTER,1
FKN00GL73563,6,1,1,2023-11-12 09:56:46+05:30,2024-01-22 07:32:46+05:30,SCOOTER,1
FKN00GL77404,6,1,2,2023-11-23 10:54:46+05:30,2024-01-31 04:12:46+05:30,SCOOTER,1
FKN00GL80813,6,1,1,2023-11-29 06:40:46+05:30,2024-01-10 08:59:46+05:30,SCOOTER,1
FKN00GL8474,6,1,1,2023-11-23 01:40:46+05:30,2024-01-14 02:14:46+05:30,LGV,1
FKN00GL86389,6,1,1,2023-11-27 09:22:46+05:30,2024-01-22 11:23:46+05:30,CAR,1
FKN00GL9197,6,1,2,2023-11-13 10:40:46+05:30,2024-02-01 10:35:46+05:30,MOTOR CYCLE,1
FKN00GL9852,6,1,2,2023-11-11 13:53:46+05:30,2024-01-27 14:24:46+05:30,PASSENGER AUTO,1
FKN00GL0164,5,4,1,2023-11-19 03:48:46+05:30,2024-01-09 01:11:46+05:30,LGV,1
FKN00GL0457,5,4,1,2023-11-30 10:57:46+05:30,2024-01-30 10:03:46+05:30,MOTOR CYCLE,1
FKN00GL101897,5,4,1,2023-11-14 03:38:46+05:30,2024-01-24 06:50:46+05:30,SCOOTER,1
FKN00GL107777,5,4,1,2023-11-15 05:56:46+05:30,2024-03-14 09:02:46+05:30,SCOOTER,1
FKN00GL111956,5,4,1,2023-11-16 12:32:46+05:30,2023-12-30 11:53:46+05:30,MOTOR CYCLE,1
FKN00GL121558,5,4,1,2023-12-07 03:31:46+05:30,2024-01-31 03:26:46+05:30,CAR,1
FKN00GL13361,5,4,1,2023-12-09 06:07:46+05:30,2024-01-30 03:33:46+05:30,SCOOTER,1
FKN00GL14081,5,4,1,2023-12-21 09:35:46+05:30,2024-03-13 05:36:46+05:30,SCOOTER,1
FKN00GL143086,5,4,2,2023-11-21 13:17:46+05:30,2024-01-18 02:13:46+05:30,CAR,1
FKN00GL17070,5,4,1,2023-12-13 07:44:46+05:30,2024-01-17 08:20:46+05:30,SCOOTER,1
FKN00GL2114,5,4,2,2023-11-10 01:38:46+05:30,2024-03-15 11:36:46+05:30,SCOOTER,1
FKN00GL33720,5,4,1,2023-11-15 09:11:46+05:30,2024-01-23 08:56:46+05:30,SCOOTER,1
FKN00GL41594,5,4,2,2023-11-13 02:37:46+05:30,2024-03-12 02:48:46+05:30,LGV,1
FKN00GL4845,5,4,1,2023-12-16 03:06:46+05:30,2024-01-31 03:23:46+05:30,CAR,1
FKN00GL53617,5,4,1,2023-11-19 03:28:46+05:30,2024-01-11 01:16:46+05:30,CAR,1
FKN00GL68630,5,4,1,2023-11-17 05:21:46+05:30,2024-03-14 09:01:46+05:30,SCOOTER,1
FKN00GL76219,5,4,1,2023-11-19 03:26:46+05:30,2024-01-19 01:12:46+05:30,MAXI-CAB,1
FKN00GL85200,5,4,3,2023-11-11 12:22:46+05:30,2024-01-18 12:00:46+05:30,CAR,1
FKN00GL94104,5,4,1,2023-12-14 08:53:46+05:30,2024-01-25 04:35:46+05:30,SCOOTER,1
FKN00GL0201,5,3,2,2023-11-17 11:27:46+05:30,2024-01-02 01:24:46+05:30,MOTOR CYCLE,1
FKN00GL0962,5,3,1,2023-11-21 09:14:46+05:30,2024-03-15 05:34:46+05:30,MOTOR CYCLE,1
FKN00GL1006,5,3,1,2024-01-17 06:21:46+05:30,2024-03-15 05:33:46+05:30,MOTOR CYCLE,1
FKN00GL1032,5,3,1,2023-12-16 05:58:46+05:30,2024-03-16 03:33:46+05:30,SCOOTER,1
FKN00GL104061,5,3,1,2023-11-15 07:47:46+05:30,2024-01-30 04:39:46+05:30,MOTOR CYCLE,1
FKN00GL104909,5,3,1,2023-12-13 07:45:46+05:30,2024-01-21 05:53:46+05:30,MOTOR CYCLE,1
FKN00GL110390,5,3,1,2023-11-21 09:13:46+05:30,2024-01-02 10:52:46+05:30,MOTOR CYCLE,1
FKN00GL1111,5,3,1,2023-11-29 02:39:46+05:30,2024-03-16 03:33:46+05:30,CAR,1
